,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,trailingPegRatio,address2,fax,headSymbol,underlyingExchangeSymbol,underlyingSymbol,uuid
224,06155,Financial Services,18100.0,"The Hartford Financial Services Group, Inc. provides insurance and financial services to individual and business customers in the United States, the United Kingdom, and internationally. Its Commercial Lines segment offers workers' compensation, property, automobile, liability, umbrella, bond, marine, livestock, and reinsurance; and customized insurance products and risk management services, including professional liability, bond, surety, and specialty casualty coverages through regional offices, branches, sales and policyholder service centers, independent retail agents and brokers, wholesale agents, and reinsurance brokers. The company's Personal Lines segment provides automobile, homeowners, and personal umbrella coverages through direct-to-consumer channel and independent agents. Its Property & Casualty Other Operations segment offers coverage for asbestos and environmental exposures. The company's Group Benefits segment provides group life, disability, and other group coverages to members of employer groups, associations, and affinity groups through direct insurance policies; reinsurance to other insurance companies; employer paid and voluntary product coverages; disability underwriting, administration, and claims processing to self-funded employer plans; and a single-company leave management solution. This segment distributes its group insurance products and services through brokers, consultants, third-party administrators, trade associations, and private exchanges. Its Hartford Funds segment offers investment products for retail and retirement accounts; exchange-traded products through broker-dealer organizations, independent financial advisers, defined contribution plans, financial consultants, bank trust groups, and registered investment advisers; and investment management and administrative services, such as product design, implementation, and oversight. The company was founded in 1810 and is headquartered in Hartford, Connecticut.",Hartford,860 547 5000,CT,United States,[],https://www.thehartford.com,1,One Hartford Plaza,Insurance—Diversified,0.15017,0.088319995,0.34208,4128000000,-0.017,0.120799996,3324000000,70.0,buy,7940000000,4698999808,85.0,75.05,-0.25,1.908,0.02257,16,86.81,33.694,0.12687999,104.0,2900999936,4365000192,22134999040,9.12,USD,67.035,1.004,2.1,NYQ,Hartford Financial Services Gro,"The Hartford Financial Services Group, Inc.",America/New_York,EST,False,-18000000,EQUITY,HIG,finmb_341546,us_market,,1.16,,7.723,0.06333244,,8.47,,318099008,,,,39.5,3223086,0.0101,,1640908800,0.93587,1934000000,5.73,0.425,-0.09920794,1.9000001,0.00373,1672444800,,1664496000,2.12,1669766400,316829714,0.904429,25671323648,2,,900547200,2:1,,1669766400,,-0.297,1.0785332,1672358400,0.7,,8.860684,,0.0117999995,2513702,0,,,74.31,74.44,69.4717,0.020723995,0.2688,,75.08,,1757820,74.31,75.1164,1.54,74.44,,1757820,,,1.7,1669766400,,,73.45,USD,13.097732,1453955,,,,23873331200,,,1684988,73.45,76.49,900,1453955,79.44,,2.3,60.17,73.44,False,0.0227,800,75.08,,75.05,,https://logo.clearbit.com/thehartford.com,,,,,,,
225,02861-1059,Consumer Cyclical,6640.0,"Hasbro, Inc., together with its subsidiaries, operates as a play and entertainment company. Its Consumer Products segment engages in the sourcing, marketing, and sale of toy and game products. This segment also promotes its brands through the out-licensing of trademarks, characters, and other brand and intellectual property rights to third parties through the sale of branded consumer products, such as toys and apparels. Its toys and games include action figures, arts and crafts and creative play products, fashion and other dolls, play sets, preschool toys, plush products, sports action blasters and accessories, vehicles and toy-related specialty products, games, and other consumer products; and licensed products, such as apparels, publishing products, home goods and electronics, and toy products. The company's Wizards of the Coast and Digital Gaming segment engages in the promotion of its brands through the development of trading card, role-playing, and digital game experiences based on Hasbro and Wizards of the Coast games. Its Entertainment segment engages in the development, acquisition, production, distribution, and sale of world-class entertainment content, including film, scripted and unscripted television, family programming, digital content, and live entertainment. The company sells its products to retailers, distributors, wholesalers, discount stores, drug stores, mail order houses, catalog stores, department stores, and other traditional retailers, as well as ecommerce retailers; and directly to customer through Hasbro PULSE e-commerce website. Hasbro, Inc. was founded in 1923 and is headquartered in Pawtucket, Rhode Island.",Pawtucket,401 431 8697,RI,United States,[],https://www.hasbro.com,1,1027 Newport Avenue,Leisure,0.16396,0.06696,0.48764,394500000,-0.149,0.12372,1015200000,42.0,buy,3243900000,942899968,80.0,63.32,-0.492,1.383,0.04822,11,83.18,136.839,0.13699001,113.0,545500032,4103800064,6191600128,3.95,USD,44.624,0.889,2.0,NMS,"Hasbro, Inc.","Hasbro, Inc.",America/New_York,EST,False,-18000000,EQUITY,HAS,finmb_277746,us_market,,1.991,,12.142,-0.34996408,,5.14,,138114000,,,,21.548,5275531,0.0382,,1640476800,0.85259,414600000,2.98,0.7,-0.09920794,2.9385557,0.07737,1672012800,,1664064000,2.84,1669766400,130049262,0.738751,12326661120,2,,921542400,3:2,,1667174400,,-0.49,1.4124585,1672358400,1.6,,12.319066,,0.0461,4599073,0,,,61.54,61.595,75.1125,0.04517387,0.92620003,,63.42,,1312490,61.54,60.9614,2.78,61.595,,1312490,,,2.8,1675123200,,,61.57,USD,21.248322,1322550,,,,8745378816,,,1624647,61.57,63.71,800,1322550,105.13,,2.99,54.65,61.5,False,0.0442,900,63.42,,63.32,,https://logo.clearbit.com/hasbro.com,1.4844,,,,,,
226,37203,Healthcare,204000.0,"HCA Healthcare, Inc., through its subsidiaries, provides health care services company in the United States. The company operates general and acute care hospitals that offers medical and surgical services, including inpatient care, intensive care, cardiac care, diagnostic, and emergency services; and outpatient services, such as outpatient surgery, laboratory, radiology, respiratory therapy, cardiology, and physical therapy. It also operates outpatient health care facilities consisting of freestanding ambulatory surgery centers, freestanding emergency care facilities, urgent care facilities, walk-in clinics, diagnostic and imaging centers, rehabilitation and physical therapy centers, radiation and oncology therapy centers, physician practices, and various other facilities. In addition, the company operates psychiatric hospitals, which provide therapeutic programs comprising child, adolescent and adult psychiatric care, adolescent and adult alcohol, drug abuse treatment, and counseling services. As of December 31, 2021, it operated 182 hospitals, including 175 general and acute care hospitals, five psychiatric hospitals, and two rehabilitation hospitals; 125 freestanding surgery centers; and 21 freestanding endoscopy centers in 20 states and England. The company was formerly known as HCA Holdings, Inc. HCA Healthcare, Inc. was founded in 1968 and is headquartered in Nashville, Tennessee.",Nashville,615 344 9551,TN,United States,[],https://www.hcahealthcare.com,1,One Park Plaza,Medical Care Facilities,0.20021999,0.089899994,0.38152,8438000128,-0.02,0.15094,11973000192,230.0,buy,22492000000,3614500096,268.0,261.4,-0.441,1.378,0.11166,22,265.55,,11.82999,308.0,1122000000,39472001024,59799998464,3.969,USD,201.031,0.989,1.8,NYQ,"HCA Healthcare, Inc.","HCA Healthcare, Inc.",America/New_York,EST,False,-18000000,EQUITY,HCA,finmb_261825,us_market,,1.92,,9.592,0.073070645,,18.22,,282716992,,,,-11.87,2754636,0.0097,,1640908800,0.66817003,5376000000,18.0,0.56,-0.09920794,,0.25473,1672444800,,1664496000,2.62,1669766400,209815372,1.64632,114844147712,2,,,,,1670889600,,-0.5,1.2358232,1672358400,2.76,,14.346871,,0.013099999,3427816,0,,,256.98,257.35,214.89935,0.008405323,0.122,,261.59,,1363470,256.98,239.7908,2.16,257.35,,1363470,,,2.24,1670889600,,,253.92,USD,14.522222,1241201,,,,73902219264,,,1264059,253.92,266.43,1100,1241201,279.02,,,164.47,256.68,False,0.0086,900,261.59,,261.4,,https://logo.clearbit.com/hcahealthcare.com,1.4642,,,,,,
227,80237,Real Estate,196.0,"Healthpeak Properties, Inc. is a fully integrated real estate investment trust (REIT) and S&P 500 company. Healthpeak owns and develops high-quality real estate in the three private-pay healthcare asset classes of Life Science, Medical Office and Senior Housing, designed to provide stability through the inevitable industry cycles. At Healthpeak, we pair our deep understanding of the healthcare real estate market with a strong vision for long-term growth.",Denver,949-407-0700,CO,United States,[],https://www.healthpeak.com,1,5050 South Syracuse Street,REIT—Healthcare Facilities,0.5231,0.25876,0.58537996,917219008,0.081,0.18104,1056619008,23.0,buy,1127375000,979753984,29.0,26.85,5.427,0.363,0.01503,17,28.68,95.305,0.07363,34.0,144939008,6791783936,2019915008,0.27,USD,3.747,0.105,2.1,NYQ,"Healthpeak Properties, Inc.","Healthpeak Properties, Inc.",America/New_York,EST,False,-18000000,EQUITY,PEAK,finmb_277966,us_market,,10.762,,20.574,-0.22977626,,0.47,,537539968,,,,12.031,6188125,0.0115,,1640908800,0.97268,514247008,0.96,0.3,-0.09920794,2.2317348,0.00294,1672444800,,1664496000,1.57,1669766400,535777012,0.861178,21739186176,2,,1477958400,1098:1000,,1667520000,,5.47,7.1453247,1672358400,-1.57,,57.12766,,0.019199999,6613860,0,,,26.61,26.6,26.87805,0.04509583,1.25,,26.86,,3063470,26.61,25.5718,1.2,26.6,,3063470,,,1.2,1667520000,,,26.445,USD,27.968752,3583601,,,,14432948224,,,3935757,26.445,27.37,3000,3583601,35.72,,4.79,21.41,26.42,False,0.044699997,1300,26.86,,26.85,,https://logo.clearbit.com/healthpeak.com,7.2786,Suite 800,,,,,
228,11747,Healthcare,22000.0,"Henry Schein, Inc. provides health care products and services to dental practitioners and laboratories, physician practices, government, institutional health care clinics, and other alternate care clinics worldwide. It operates through two segments, Health Care Distribution, and Technology and Value-Added Services. The Health Care Distribution segment offers dental products, including infection-control products, handpieces, preventatives, impression materials, composites, anesthetics, teeth, dental implants, gypsum, acrylics, articulators, abrasives, dental chairs, delivery units and lights, X-ray supplies and equipment, personal protective equipment, and high-tech and digital restoration equipment, as well as equipment repair services. This segment also provides medical products comprising branded and generic pharmaceuticals, vaccines, surgical products, diagnostic tests, infection-control products, X-ray products, equipment, and vitamins. The Technology and Value-Added Services segment offers software, technology, and other value-added services that include practice management software systems for dental and medical practitioners. This segment also provides value-added practice solutions, which comprise financial services on a non-recourse basis, e-services, practice technology, network, and hardware services, as well as continuing education services for practitioners, and consulting and other services. Henry Schein, Inc. was founded in 1932 and is headquartered in Melville, New York.",Melville,631 843 5500,NY,United States,[],https://www.henryschein.com,1,135 Duryea Road,Medical Distribution,0.086990006,0.050619997,0.30223,624579968,-0.035,0.06966,1096736000,70.0,hold,3672251000,480420992,81.0,80.86,-0.052,1.844,0.06475,11,82.36,28.869,0.14014,99.0,123000000,1388000000,12607021056,0.907,USD,91.926,0.76,2.9,NMS,"Henry Schein, Inc.","Henry Schein, Inc.",America/New_York,EST,False,-18000000,EQUITY,HSIC,finmb_339447,us_market,,1.065,,12.238,0.087120175,,4.97,,135548000,,,,26.697,5229256,0.038599998,,1640390400,0.99586,638232000,4.64,,-0.09920794,3.0288048,0.00982,1671926400,,1663977600,5.74,1669766400,133902027,0.778514,13422376960,2,,1549584000,1275:1000,,,,-0.074,0.8693895,1672358400,1.97,,16.269619,,0.043899998,5609484,0,,,80.22,80.49,77.952,0.0,0.0,,81.09,,752620,80.22,80.3122,0.0,80.49,,752620,,,,,,,80.27,USD,17.426725,550008,,,,10960411648,,,1056680,80.27,81.31,800,550008,92.68,,,64.75,79.24,False,,800,81.09,,80.86,,https://logo.clearbit.com/henryschein.com,1.8704,,,,,,
229,17033,Consumer Defensive,16620.0,"The Hershey Company, together with its subsidiaries, engages in the manufacture and sale of confectionery products and pantry items in the United States and internationally. The company operates through three segments: North America Confectionery, North America Salty Snacks, and International. It offers chocolate and non-chocolate confectionery products; gum and mint refreshment products, including mints, chewing gums, and bubble gums; pantry items, such as baking ingredients, toppings, beverages, and sundae syrups; and snack items comprising spreads, meat snacks, bars and snack bites, mixes, popcorn, and protein bars. The company provides its products primarily under the Hershey's, Reese's, Kisses, Jolly Rancher, Almond Joy, Brookside, barkTHINS, Cadbury, Good & Plenty, Heath, Kit Kat, Payday, Rolo, Twizzlers, Whoppers, York, Ice Breakers, Breath Savers, Bubble Yum, Lily's, SkinnyPop, Pirates Booty, Paqui, Dot's Homestyle Pretzels, and ONE Bar brands, as well as under the Pelon Pelo Rico, IO-IO, and Sofit brands. It markets and sells its products to wholesale distributors, chain grocery stores, mass merchandisers, chain drug stores, vending companies, wholesale clubs, convenience stores, dollar stores, concessionaires, and department stores. The company was founded in 1894 and is headquartered in Hershey, Pennsylvania.",Hershey,717 534 4200,PA,United States,[],https://www.thehersheycompany.com,1,19 East Chocolate Avenue,Confectioners,0.25320998,0.15695,0.43265,2239361024,0.156,0.21733,2555685888,216.0,hold,4053818000,1251808256,243.1,214.52,-0.093,0.795,0.13526,21,243.2,169.112,0.56521,270.0,327740992,5213852160,10093083648,1.598,USD,49.045,0.371,2.6,NYQ,The Hershey Company,The Hershey Company,America/New_York,EST,False,-18000000,EQUITY,HSY,finmb_98873,us_market,,4.843,,19.126,0.07302916,,8.93,,146968992,,,,15.034,2352959,0.0115,,1640908800,0.79082,1584077056,7.66,1.036,-0.09920794,14.2689905,0.0031400002,1672444800,,1664668800,2.92,1669766400,146486382,0.366934,48880427008,2,,1087344000,2:1,,1668643200,,-0.102,4.3588667,1672358400,2.48,,24.022396,,0.016,3111126,0,,,216.12,216.35,224.22156,0.017300574,0.48810002,,216.73,,978240,216.12,229.5338,3.739,216.35,,978240,,,4.14,1668643200,,,213.045,USD,28.005222,1298288,,,,43994406912,,,976672,213.045,219.7,1000,1298288,242.64,,2.11,191.0,212.78,False,0.019299999,800,216.73,,214.52,,https://logo.clearbit.com/thehersheycompany.com,3.8404,,,,,,
230,10036,Energy,1545.0,"Hess Corporation, an exploration and production company, explores, develops, produces, purchases, transports, and sells crude oil, natural gas liquids (NGLs), and natural gas. The company operates in two segments, Exploration and Production, and Midstream. It conducts production operations primarily in the United States, Guyana, the Malaysia/Thailand Joint Development Area, and Malaysia; and exploration activities principally offshore Guyana, the U.S. Gulf of Mexico, and offshore Suriname and Canada. The company is also involved in gathering, compressing, and processing natural gas; fractionating NGLs; gathering, terminaling, loading, and transporting crude oil and NGL through rail car; and storing and terminaling propane, as well as providing water handling services primarily in the Bakken Shale plays in the Williston Basin area of North Dakota. As of December 31, 2021, it had total proved reserves of 1,309 million barrels of oil equivalent. The company was incorporated in 1920 and is headquartered in New York, New York.",New York,212 997 8500,NY,United States,[],https://www.hess.com,1,1185 Avenue of the Americas,Oil & Gas E&P,0.51153,0.17829001,0.68857,3591000064,0.776,0.35446998,5347999744,122.0,buy,5267000000,1071000000,155.0,154.8,3.514,1.783,0.11262,22,154.05,110.74,0.3074,185.0,2384000000,9073999872,10455000064,7.773,USD,33.879,1.626,2.3,NYQ,Hess Corporation,Hess Corporation,America/New_York,EST,False,-18000000,EQUITY,HES,finmb_249841,us_market,,5.242,,10.247,0.74442196,,8.59,,308308000,,,,24.647,5328116,0.0173,,1640908800,0.88466,1864000000,6.02,0.375,-0.09920794,6.2806835,0.10293999,1672444800,,1664496000,3.48,1669766400,282755119,1.577258,54800994304,2,,1149120000,3:1,,1671148800,,3.478,4.5649047,1672358400,0.27,,18.020954,,0.025899999,6047439,0,,,153.83,154.27,122.22495,0.008938438,0.2284,,155.3,,1616700,153.83,141.968,1.375,154.27,,1616700,,,1.5,1671148800,,,152.2222,USD,25.714287,1668541,,,,47726080000,,,1808321,152.2222,155.21,800,1668541,156.98,,1.6,83.56,153.03,False,0.0097,800,155.3,,154.8,,https://logo.clearbit.com/hess.com,0.4189,40th Floor,,,,,
231,77389,Technology,60200.0,"Hewlett Packard Enterprise Company provides solutions that allow customers to capture, analyze, and act upon data seamlessly in the Americas, Europe, the Middle East, Africa, the Asia Pacific, and Japan. It operates in six segments: Compute, HPC & AI, Storage, Intelligent Edge, Financial Services, and Corporate Investments and Other. The company offers general purpose servers for multi-workload computing and workload-optimized servers; HPE ProLiant rack and tower servers; HPE Synergy; and solutions for secondary workloads and traditional tape, storage networking, and disk products, such as HPE Modular Storage Arrays and HPE XP. It also offers HPE Cray, HPE Apollo, and converged edge systems; and HPE Superdome Flex, HPE Nonstop, and HPE Integrity products. In addition, the company provides HPE Aruba product portfolio that includes hardware products, such as Wi-Fi access points, switches, and gateways; HPE Aruba software and services comprising cloud-based management, network management, network access control, analytics and assurance, and location; and professional and support services, as well as as-a-service and consumption models for the intelligent edge portfolio of products. Further, it offers various leasing, financing, IT consumption, and utility programs and asset management services for customers to facilitate technology deployment models and the acquisition of complete IT solutions, including hardware, software, and services from Hewlett Packard Enterprise and others. Additionally, the company provides consultative-led services; HPE Ezmeral Container Platform; HPE Ezmeral Data Fabric; and Hewlett Packard Labs. It serves commercial and large enterprise groups, such as business and public sector enterprises; and through various partners comprising resellers, distribution partners, original equipment manufacturers, independent software vendors, systems integrators, and advisory firms. The company was founded in 1939 and is headquartered in Spring, Texas.",Spring,678 259 9860,TX,United States,[],https://www.hpe.com,1,1701 East Mossy Oaks Road,Communication Equipment,0.16774,0.03046,0.33359,4592999936,0.07,0.08071,4780000256,13.0,buy,9506000000,811000000,18.0,15.95,,0.885,0.025039999,18,17.33,68.622,0.04348,20.0,3240000000,13662000128,28495998976,2.528,USD,21.87,0.552,2.5,NYQ,Hewlett Packard Enterprise Comp,Hewlett Packard Enterprise Company,America/New_York,EST,False,-18000000,EQUITY,HPE,finmb_273983758,us_market,,1.085,,6.467,-0.009316742,,2.17,,1281820032,,,,15.506,24997138,0.0195,,1667174400,0.85243,868000000,0.66,0.12,-0.09920794,1.0286341,0.0038,1698710400,,1667174400,1.79,1669766400,1276369129,1.218346,30911979520,2,,1504224000,1289:1000,,1670889600,,,0.7174701,1672358400,1.41,,7.35023,,0.0297,25151268,0,,,15.81,15.84,14.59885,0.03036053,0.72730005,,15.96,,15522100,15.81,15.9388,0.48,15.84,,15522100,,,0.48,1670889600,,,15.64,USD,24.166666,12713683,,,,20445028352,,,14127565,15.64,16.28,1800,12713683,17.76,,3.21,11.9,15.83,False,0.0301,1000,15.96,,15.95,,https://logo.clearbit.com/hpe.com,0.8612,,,,,,
232,22102,Consumer Cyclical,142000.0,"Hilton Worldwide Holdings Inc., a hospitality company, owns, leases, manages, develops, and franchises hotels and resorts. It operates through two segments, Management and Franchise, and Ownership. The company engages in the hotel management and licensing of its brands. It operates hotels under the Waldorf Astoria Hotels & Resorts, LXR Hotels & Resorts, Conrad Hotels & Resorts, Canopy by Hilton, Tempo by Hilton, Motto by Hilton, Signia by Hilton, Hilton Hotels & Resorts, Curio Collection by Hilton, DoubleTree by Hilton, Tapestry Collection by Hilton, Embassy Suites by Hilton, Hilton Garden Inn, Hampton by Hilton, Tru by Hilton, Homewood Suites by Hilton, Home2 Suites by Hilton, and Hilton Grand Vacations. The company operates in North America, South America, and Central America, including various Caribbean nations; Europe, the Middle East, and Africa; and the Asia Pacific. As of February 16, 2022, the company had approximately 6,800 properties with 1 million rooms in 122 countries and territories. Hilton Worldwide Holdings Inc. was founded in 1919 and is headquartered in McLean, Virginia.",McLean,703 883 1000,VA,United States,[],https://www.hilton.com,1,7930 Jones Branch Drive,Lodging,0.61261004,0.31212,0.72915,1330000000,0.378,0.56379,2108000000,123.0,buy,1765000000,1738749952,145.0,138.72,0.465,0.884,0.07868,19,145.84,,,171.0,1282000000,9516999680,3440999936,4.74,USD,12.367,0.761,2.5,NYQ,Hilton Worldwide Holdings Inc.,Hilton Worldwide Holdings Inc.,America/New_York,EST,False,-18000000,EQUITY,HLT,finmb_29470,us_market,,13.296,,21.704,-0.012528479,,5.63,,270456000,,,,-3.362,4211412,0.0156,,1640908800,0.98334,1074000000,3.84,0.15,-0.09920794,,0.0178,1672444800,,1664496000,2.57,1669766400,266326154,1.224276,45751660544,2,,1483488000,1000:2052,,1667952000,,0.44,10.903126,1672358400,0.66,,24.639431,,0.015800001,4514575,0,,,135.06,135.51,131.94595,0.002221235,0.078099996,,139.0,,1700580,135.06,134.2232,0.3,135.51,,1700580,,,0.6,1667952000,,,134.9,USD,36.125,1588224,,,,37517656064,,,1809601,134.9,140.95,800,1588224,167.99,,,108.41,137.06,False,0.0043,1200,139.0,,138.72,,https://logo.clearbit.com/hilton.com,0.6069,Suite 1100,,,,,
233,01752,Healthcare,6944.0,"Hologic, Inc. develops, manufactures, and supplies diagnostics products, medical imaging systems, and surgical products for women's health through early detection and treatment in the United States, Europe, the Asia-Pacific, and internationally. It operates through four segments: Diagnostics, Breast Health, GYN Surgical, and Skeletal Health. The company provides Aptima molecular diagnostic assays to detect the infectious microorganisms; Aptima viral load assays for Hepatitis B virus, Hepatitis C virus, human immunodeficiency virus, and human cytomegalovirus; Aptima BV and Aptima CV/TV assays for the diagnosis of vaginitis; Aptima SARS-CoV-2 and Panther Fusion SARS-CoV-2 assays for the detection of SARS-CoV-2; ThinPrep System for use in cytology applications; and Rapid Fetal Fibronectin Test that assists physicians in assessing the risk of pre-term birth. It also offers solutions for breast cancer care primarily in the areas of radiology, breast surgery, pathology, and treatment, such as 2D and 3D digital mammography systems, image analytics software, reading workstations, ultrasound imaging, minimally invasive breast biopsy guidance systems, breast biopsy site markers, localization, specimen radiology, and ultrasound and connectivity solutions, as well as breast conserving surgery products. In addition, the company provides NovaSure Endometrial Ablation System for the treatment of abnormal uterine bleeding; MyoSure Hysteroscopic Tissue Removal System for the removal of fibroids, polyps, and other pathology in the uterus; Fluent Fluid Management System that provides liquid distention during diagnostic and operative hysteroscopic procedures; and the CoolSeal portfolio that includes bipolar vessel sealing devices. Further, it offers Horizon DXA, a dual energy X-ray system; and the Fluoroscan Insight FD mini C-arm to perform minimally invasive orthopedic surgical procedures. The company sells its products through direct sales and service forces, and independent distributors and sales representatives. Hologic, Inc. was incorporated in 1985 and is headquartered in Marlborough, Massachusetts.",Marlborough,508 263 2900,MA,United States,[],https://www.hologic.com,1,250 Campus Drive,Medical Instruments & Supplies,0.42738998,0.26775,0.68078005,2125699968,-0.276,0.33894002,2078300032,74.0,buy,3310500000,1772187520,80.0,79.66,-0.628,4.119,0.11451,14,81.71,59.916,0.28632,90.0,2371399936,2921600000,4862799872,9.646,USD,19.333,3.188,2.3,NMS,"Hologic, Inc.","Hologic, Inc.",America/New_York,EST,False,-18000000,EQUITY,HOLX,finmb_108544,us_market,,4.14,,9.687,0.12371278,,3.96,,246551008,,,,19.731,7004470,0.028499998,,1663977600,1.01105,1302000000,5.19,,-0.09920794,4.0373015,0.0073400005,1695513600,,1663977600,4.79,1669766400,242559253,1.021276,20133316608,2,,1207180800,2:1,,,,-0.639,4.038878,1672358400,2.24,,20.116163,,0.0395,7822308,0,,,78.76,78.99,71.9826,0.0,0.0,,79.89,,2072680,78.76,75.8552,0.0,78.99,,2072680,,,,,,,78.52,USD,15.348748,2712754,,,,19640254464,,,1647522,78.52,80.56,800,2712754,81.97,,,59.78,79.7,False,,900,79.89,,79.66,,https://logo.clearbit.com/hologic.com,,,,,,,
234,30339,Consumer Cyclical,500000.0,"The Home Depot, Inc. operates as a home improvement retailer. It operates The Home Depot stores that sell various building materials, home improvement products, lawn and garden products, and décor products, as well as facilities maintenance, repair, and operations products The company also offers installation services for flooring, cabinets and cabinet makeovers, countertops, furnaces and central air systems, and windows. In addition, it provides tool and equipment rental services. The company primarily serves homeowners; and professional renovators/remodelers, general contractors, maintenance professionals, handymen, property managers, building service contractors, and specialty tradesmen, such as electricians, plumbers, and painters. It also sells its products through websites, including homedepot.com; blinds.com, an online site for custom window coverings; and thecompanystore.com, an online site for textiles and décor products. As of December 31, 2021, the company operated 2,317 stores in the United States. The Home Depot, Inc. was incorporated in 1978 and is based in Atlanta, Georgia.",Atlanta,770 433 8211,GA,United States,[],https://www.homedepot.com,1,2455 Paces Ferry Road,Home Improvement Retail,0.17372,0.10868,0.33514,13205999616,0.056,0.15496,27324000256,258.0,buy,50832000000,7223875072,341.5,315.0,0.082,1.387,0.20326,32,342.03,3829.969,14.65495,470.0,2462000128,49713000448,157291003904,2.416,USD,153.044,0.255,2.2,NYQ,"Home Depot, Inc. (The)","The Home Depot, Inc.",America/New_York,EST,False,-18000000,EQUITY,HD,finmb_278679,us_market,,2.341,,13.479,-0.13416344,,16.89,,1019190016,,,,1.273,13220459,0.012999999,,1643500800,0.71469,17095000064,16.59,1.9,-0.09920794,247.44698,0.00078,1675036800,,1667088000,3.13,1669766400,1017942615,0.948378,368294592512,2,,946598400,3:2,,1669766400,,0.051,2.0410883,1672358400,3.77,,18.65009,,0.012999999,12038413,0,,,310.88,310.01,299.7729,0.024446731,0.443,,315.24,,3376840,310.88,318.9214,7.6,310.01,,3376840,,,7.6,1669766400,,,307.4,USD,18.98734,3725066,,,,321044840448,,,4070532,307.4,315.2,900,3725066,374.67,,2.18,264.51,315.02,False,0.0241,800,315.24,,315.0,,https://logo.clearbit.com/homedepot.com,1.6673,,,,,,
